store_id,store_internal_id,store_name,ownership_type,address,city,state,zip,country,latitude,longitude,phone,is_open,is_open_24_hours,closing_soon,current_status,hours_status,slug,timezone,distance,is_nearby,has_drive_thru,has_mobile_order,has_oven_warmed_food,has_nitro_cold_brew,has_cafe_seating,has_redeem_rewards,has_outdoor_seating,has_in_store,has_wifi,thu_hours,thu_open,thu_close,fri_hours,fri_open,fri_close,sat_hours,sat_open,sat_close,sun_hours,sun_open,sun_close,mon_hours,mon_open,mon_close,tue_hours,tue_open,tue_close,wed_hours,wed_open,wed_close,mobile_ordering_availability,guest_ordering
87607-315849,8760700,EYW Conc A Gate 3,LS,3491 S Roosevelt Blvd,Key West,FL,33040,US,24.55369,-81.75561,,True,False,False,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,eyw-conc-a-gate-3-3491-s-roosevelt-blvd-key-west-fl-33040-us,GMT-04:00 America/New_York,16.49,True,False,True,True,True,False,True,False,False,False,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,READY,False
47488-234024,1015430,Blue Flamingo Resort Key West,LS,3820 N Roosevelt Blvd,Key West,FL,33040,US,24.57105,-81.75438,+1 305-928-1103,True,False,False,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,blue-flamingo-resort-key-west-3820-n-roosevelt-blvd-key-west-fl-33040-us,GMT-04:00 America/New_York,16.7256,True,False,True,True,False,False,True,False,True,False,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,5:30 AM to 7:00 PM,5:30 AM,7:00 PM,5:30 AM to 7:00 PM,5:30 AM,7:00 PM,5:30 AM to 7:00 PM,5:30 AM,7:00 PM,5:30 AM to 7:00 PM,5:30 AM,7:00 PM,5:30 AM to 7:00 PM,5:30 AM,7:00 PM,5:30 AM to 7:00 PM,5:30 AM,7:00 PM,READY,False
22270-217884,1008645,2500 N Roosevelt Blvd,CO,2500 N Roosevelt Blvd,Key West,FL,33040,US,24.56293,-81.77605,+1 305-900-8436,True,False,False,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,2500-n-roosevelt-blvd-2500-n-roosevelt-blvd-key-west-fl-330403927-us,GMT-04:00 America/New_York,17.888,True,True,True,True,True,False,True,False,True,True,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,READY,True
13939-108784,6434,US1 & SW 344 St,CO,76 E Palm Dr,Florida City,FL,33034,US,25.44821,-80.47574,+1 305-246-7443,True,False,False,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,us-1-sw-344-st-76-e-palm-dr-florida-city-fl-330343507-us,GMT-04:00 America/New_York,21.9276,True,True,True,True,True,False,True,False,True,True,4:30 AM to 10:00 PM,4:30 AM,10:00 PM,4:30 AM to 10:00 PM,4:30 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,4:30 AM to 10:00 PM,4:30 AM,10:00 PM,4:30 AM to 10:00 PM,4:30 AM,10:00 PM,4:30 AM to 10:00 PM,4:30 AM,10:00 PM,READY,True
10442-100255,6841,Mile Marker 100,CO,99600 Overseas Highway,Key Largo,FL,33037,US,25.09484,-80.44081,+1 305-451-2957,True,False,False,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,mile-marker-100-99600-overseas-highway-key-largo-fl-330372454-us,GMT-04:00 America/New_York,22.1074,True,True,True,True,True,False,True,False,True,True,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,5:00 AM to 9:00 PM,5:00 AM,9:00 PM,READY,True
29666-247325,1014619,Three Waters Resort & Marina,LS,84001 Overseas Hwy,Islamorada,FL,33036,US,24.94298,-80.60597,+1 305-433-9922,True,False,False,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,three-waters-resort-marina-84001-overseas-hwy-islamorada-fl-33036-us,GMT-04:00 America/New_York,23.048,True,False,True,False,True,False,True,False,True,False,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,6:00 AM to 7:00 PM,6:00 AM,7:00 PM,READY,False
9702-95196,10804,US 1 & SW 312th St,CO,1029 N Homestead Blvd,Homestead,FL,33030,US,25.4802,-80.46344,+1 786-243-2417,True,False,False,Open until 10:00 PM,Open today from 5:00 AM - 10:00 PM,us-1-sw-312-th-st-1029-n-homestead-blvd-homestead-fl-330305028-us,GMT-04:00 America/New_York,23.9385,True,True,True,True,True,False,True,False,True,True,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,5:00 AM to 10:00 PM,5:00 AM,10:00 PM,READY,True
82732-310171,1054018,S Texas Blvd & 18th St,CO,1620 S Texas Blvd,Weslaco,TX,78596,US,26.14218,-97.99081,+1 956-255-9743,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,s-texas-blvd-18th-st-1620-s-texas-blvd-weslaco-tx-78596-us,GMT-05:00 America/Chicago,9.8402,True,True,True,True,True,True,True,True,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
13420-105900,10437,Hwy 83 & Westgate,CO,1915 West Expressway 83,Weslaco,TX,78596,US,26.17199,-98.00841,+1 956-968-1786,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,hwy-83-westgate-1915-west-expressway-83-weslaco-tx-785964331-us,GMT-05:00 America/Chicago,11.8948,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
66383-298996,1033160,Hwy 83 & N. Bridge Ave.,CO,1025 E IH 2,Weslaco,TX,78596,US,26.1734,-97.98204,+1 956-649-5010,True,False,False,Open until 12:00 AM,Open today from 4:30 AM - 12:00 AM,hwy-83-n-bridge-ave-1025-e-ih-2-weslaco-tx-785966315-us,GMT-05:00 America/Chicago,12.0325,True,True,True,True,True,False,True,False,True,True,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,4:30 AM to 12:00 AM,4:30 AM,12:00 AM,READY,True
